ImageNumber,ObjectNumber,EM_Score,Predicted_Annotation,Treatment
19,126,0.003069578641902428,E,M
19,127,0.044126352473927516,E,M
19,129,0.0011558036398841064,E,M
19,130,0.00048740176950488043,E,M
19,131,0.0006648460880649988,E,M
19,134,0.00036954078687913896,E,M
19,135,0.009071801402676436,E,M
19,136,0.067210194996481,E,M
19,137,0.0038061746708096264,E,M
19,138,0.004755186273639029,E,M
19,139,0.0035636803753419754,E,M
19,140,0.02131323604820096,E,M
19,141,0.01946381538916724,E,M
19,142,0.008576842809997638,E,M
19,143,0.05163231962641602,E,M
19,145,0.02264752788399636,E,M
19,146,0.0006825938625951818,E,M
19,147,0.10758053384007435,E,M
19,148,0.955917606024665,M,M
19,149,0.007090288014190496,E,M
19,150,0.005319624254835242,E,M
19,151,0.02379048318496224,E,M
19,152,0.39454448594559954,E,M
19,153,0.0047053132454624854,E,M
19,154,0.015845095778176117,E,M
19,155,0.12887171450437435,E,M
19,157,0.004453446318566307,E,M
19,158,0.00021859506333032227,E,M
19,159,0.03637455717450327,E,M
19,161,0.0007290000375067272,E,M
19,162,0.03287463732531729,E,M
19,163,0.31086640475296384,E,M
19,164,0.003660126085852384,E,M
19,165,0.09905888203275222,E,M
19,166,0.00565775426622117,E,M
19,167,0.0014802743922552257,E,M
19,168,0.04347121782058942,E,M
19,169,0.0018961998630728522,E,M
19,170,0.19205005653033422,E,M
19,171,0.014412258187978215,E,M
19,172,0.04808020724511084,E,M
19,173,0.16126781204700907,E,M
19,174,0.4223837354685992,E,M
19,175,0.0017510022583299054,E,M
19,176,0.10293266499940817,E,M
19,177,0.029935549106578255,E,M
19,178,0.0026367877707153355,E,M
19,179,0.011158256003991302,E,M
19,181,0.00010898701266295539,E,M
19,182,1.4763411996484313e-05,E,M
19,183,0.8323258810796184,M,M
19,184,0.0070380927680561926,E,M
19,185,0.041445754288829004,E,M
19,186,0.1369892460902982,E,M
19,187,0.044097011628853204,E,M
19,189,0.6866608633221708,M,M
19,191,0.0028850143362083467,E,M
19,194,0.005027480787529979,E,M
19,195,0.15645868947020947,E,M
19,197,0.4000891393840654,E,M
19,198,0.0006391573442379576,E,M
23,1,0.08910462756294611,E,M
23,2,0.021853508396264196,E,M
23,4,1.6789894238623052e-05,E,M
23,6,0.9751642880502848,M,M
23,7,0.0030263400208107734,E,M
23,8,0.0341412082901378,E,M
23,9,0.007423477985294658,E,M
23,10,0.0018834982114341223,E,M
23,12,9.262653226740199e-05,E,M
23,14,0.03054191638304867,E,M
23,15,0.030148677480075988,E,M
23,16,0.010810524003456671,E,M
23,18,0.0016676668297562452,E,M
23,19,0.8998765638170166,M,M
23,20,0.03138094557054574,E,M
23,21,0.005933224102687971,E,M
23,22,0.9937564616963955,M,M
23,23,0.005995806953793395,E,M
23,25,0.05388357975622948,E,M
23,26,0.00011300436024576667,E,M
23,27,0.3549751373514699,E,M
23,28,0.018135573868472036,E,M
23,29,0.0011293221237919798,E,M
23,30,0.0002240464897055072,E,M
23,31,0.03728061081486539,E,M
23,32,0.12348709276915687,E,M
23,33,0.9669103740317772,M,M
23,34,0.07855715952338031,E,M
23,35,0.9993455003911712,M,M
23,36,0.004690590583364252,E,M
23,37,0.002804772074579719,E,M
23,38,6.99307281311591e-05,E,M
23,39,0.0007201627442835877,E,M
23,40,0.0034739315331687544,E,M
23,41,0.3481392912869673,E,M
23,42,0.0004043155705080647,E,M
23,43,0.0004274468882190737,E,M
23,44,0.0036722566518558658,E,M
23,45,0.07145434725722237,E,M
23,46,0.0004284479345941709,E,M
23,47,0.012431663540030011,E,M
23,48,0.000219604765570245,E,M
23,49,0.013673700289123809,E,M
23,50,0.05865873433337215,E,M
23,51,0.013975711799403257,E,M
23,52,0.005340621306676932,E,M
23,54,0.0748126207243593,E,M
23,55,0.9909514475668746,M,M
23,56,0.003636875456694175,E,M
23,57,0.015183175900220018,E,M
23,58,0.053193749980850885,E,M
23,59,0.0013903510771729431,E,M
23,60,0.026935132965410176,E,M
23,61,0.8893958051722648,M,M
23,62,0.0034667172400860966,E,M
23,63,0.09608353905537229,E,M
23,64,0.0109853831070477,E,M
23,65,0.00015614235150769227,E,M
23,67,0.000522309183507457,E,M
23,68,0.002000339768340812,E,M
23,69,0.0015990512711376032,E,M
23,70,0.010257273377483129,E,M
23,71,0.2342163368198299,E,M
23,72,0.0033792025528317283,E,M
23,73,0.0008467730688313758,E,M
23,74,0.05367256676851876,E,M
23,75,0.030597286031664717,E,M
23,77,0.04132062250514117,E,M
23,78,0.005421953062096673,E,M
23,79,0.923812681532425,M,M
23,80,0.9204944845404938,M,M
23,81,0.01389798606133517,E,M
23,82,0.03604356228364684,E,M
23,83,0.0005542570529198091,E,M
23,84,3.0449722215978566e-05,E,M
23,86,0.4529020145546723,E,M
23,87,0.0013977730302979212,E,M
23,88,0.034751411547034865,E,M
23,89,0.18598619031083477,E,M
23,90,0.009620406400651644,E,M
23,91,0.04424622500905073,E,M
23,92,0.013718135224695276,E,M
23,93,0.010020172696941448,E,M
23,94,0.187194569018805,E,M
23,96,0.0025741600987256026,E,M
23,97,0.8906639101112419,M,M
23,98,0.17720980584788482,E,M
23,99,0.3795803856904501,E,M
23,100,0.15634501968186965,E,M
23,102,0.005423814625287052,E,M
27,1,0.049545414255945545,E,M
27,3,0.00010486321488987841,E,M
27,8,0.01997169552018839,E,M
27,9,0.005004531663577068,E,M
27,11,0.022838822085034037,E,M
27,12,0.0006642233415477749,E,M
27,14,0.014879763686228266,E,M
27,15,0.00042137731832731504,E,M
27,17,0.07239987585707378,E,M
27,18,0.011619255036817697,E,M
27,20,0.03441869628723418,E,M
27,21,0.16151835912127668,E,M
27,22,0.08619523567089395,E,M
27,24,8.30620519309342e-05,E,M
28,1,0.0022253913226880895,E,M
28,2,0.11163580224884342,E,M
28,4,0.0010592085583113265,E,M
28,6,0.04523928275994419,E,M
28,7,0.00035854539602571167,E,M
28,8,0.016460373017961518,E,M
28,9,0.06438066851811715,E,M
28,10,0.0037107762525860313,E,M
28,11,5.3473466365356484e-05,E,M
28,12,0.14899771886122792,E,M
28,14,0.00025636343535064313,E,M
28,15,0.0034316982362148037,E,M
28,18,0.008353147014786955,E,M
28,19,0.013398626366166835,E,M
28,20,0.9359169753110066,M,M
28,21,0.10220636065344092,E,M
28,22,0.002688821947122073,E,M
28,23,0.09065835617421072,E,M
28,24,0.07119829407655487,E,M
28,25,0.06083550709365883,E,M
28,26,0.9985456265866566,M,M
28,27,0.1337773409667105,E,M
28,28,0.001235372589503537,E,M
28,29,0.39797115854865955,E,M
28,30,0.998953735966776,M,M
28,31,0.9821044688277952,M,M
28,32,0.9997193292579118,M,M
28,33,0.0012835737130450313,E,M
28,34,0.8732564047532486,M,M
28,35,0.009324339050386776,E,M
28,36,0.005732198893136337,E,M
28,37,0.00293915578710737,E,M
28,38,0.021430010988999708,E,M
28,39,0.9987871571102901,M,M
28,40,0.09351517783273103,E,M
28,41,0.08241688695007765,E,M
28,43,0.6761913776985975,M,M
28,45,0.5732747955093446,M,M
28,46,0.08310775453203317,E,M
28,47,0.12633925902052529,E,M
28,48,0.001544329638490462,E,M
29,1,1.5362641574293708e-05,E,M
29,2,0.0045551396937918,E,M
29,3,0.06730772469161582,E,M
29,4,0.08564393129067076,E,M
29,5,0.017846866666000126,E,M
29,6,0.009309262881756344,E,M
29,7,0.02982795508351842,E,M
29,8,0.002498616176288692,E,M
29,9,0.00442141961018844,E,M
29,10,0.0016032713924491312,E,M
29,11,0.003928947161437886,E,M
29,12,0.0018886230298277562,E,M
29,13,0.003149057186183086,E,M
29,14,0.9947069237906334,M,M
29,15,0.0020183364740466547,E,M
29,16,0.003669209083494677,E,M
29,17,0.019597534041471007,E,M
29,18,0.05107538714311314,E,M
29,19,0.030956126906316044,E,M
29,20,0.0029741246754918208,E,M
29,21,0.0009588262831614076,E,M
29,22,0.9997009520149496,M,M
29,23,3.7550007088504627e-05,E,M
29,24,0.13148846310452858,E,M
29,25,0.9999474327307571,M,M
29,26,0.01949287697897559,E,M
29,27,0.0004940500281262123,E,M
29,28,0.999993984133654,M,M
29,29,0.9841798369991368,M,M
29,30,0.018147955224163213,E,M
29,31,0.9991108133240101,M,M
29,32,0.017982625650868677,E,M
29,33,0.04275508915020775,E,M
29,34,0.0014120270118231618,E,M
29,35,0.7301473244400943,M,M
29,36,3.1791447454750404e-06,E,M
29,37,0.027782402809491815,E,M
29,38,0.999701859648569,M,M
29,39,0.9999937533954895,M,M
29,40,0.005449664511595652,E,M
29,41,0.000719781775827532,E,M
29,42,0.009515332102117831,E,M
29,43,3.845861644201577e-05,E,M
29,44,0.6609571474352076,M,M
29,45,0.9932683189191571,M,M
29,46,0.00041078736260939636,E,M
29,48,0.017988335837041115,E,M
29,49,0.006522245987209885,E,M
29,50,0.33053403678522464,E,M
29,51,0.0038401197489253015,E,M
29,52,0.020155718787433562,E,M
30,1,0.030021189350133443,E,M
30,2,0.05880472173339609,E,M
30,3,0.003939118944283495,E,M
30,4,4.231267150697705e-05,E,M
30,5,0.002566673886617393,E,M
30,6,7.213928645716069e-06,E,M
30,7,0.00027663036285363124,E,M
30,8,1.0779861263109321e-05,E,M
30,9,0.023855778921291804,E,M
30,10,0.0017279685867240175,E,M
30,12,0.0001577494381798223,E,M
30,13,0.011581500755702415,E,M
30,14,0.06788181784166836,E,M
30,15,0.17899793432908492,E,M
30,16,0.02047621839986607,E,M
30,17,0.003338830789826326,E,M
30,19,0.0187019445068255,E,M
30,20,6.800274855634667e-05,E,M
30,21,1.6717483272711816e-05,E,M
30,22,0.00043619376609895964,E,M
30,23,0.00026863705715909404,E,M
30,24,5.632892868132474e-06,E,M
30,25,0.00014052501876493079,E,M
30,26,0.028665977090839536,E,M
30,27,0.009691633409875536,E,M
30,28,0.00012589163649807966,E,M
30,29,0.19122043259591878,E,M
30,30,0.8192694877019033,M,M
30,32,0.9859776807822744,M,M
30,33,0.03790880219989474,E,M
30,34,0.020118608920914053,E,M
30,35,0.5530167192007029,M,M
30,36,0.017923734222529478,E,M
30,37,0.9850528519194843,M,M
30,38,0.03208493319940989,E,M
30,39,0.09077020741228325,E,M
30,40,0.001188703502939507,E,M
30,42,0.025492348715532395,E,M
30,43,0.0003893515692793325,E,M
30,44,0.025088547840287564,E,M
30,45,7.791044468313528e-05,E,M
30,46,0.0006166306796655272,E,M
30,48,0.9968581300737587,M,M
30,49,0.048148037042938206,E,M
30,50,4.230755805307742e-05,E,M
30,51,0.0005580058623846253,E,M
30,52,0.0351668837418482,E,M
30,53,0.3013272479336329,E,M
30,54,0.025212990765181516,E,M
30,55,0.004140480843077829,E,M
30,56,0.0023279795599175507,E,M
30,57,2.4984129591529697e-05,E,M
30,59,0.20987267488426492,E,M
30,63,0.0007935561568546345,E,M
30,64,0.9999042768952138,M,M
30,65,0.0013897958018560242,E,M
30,67,0.006539112709934702,E,M
32,2,1.4757176373848087e-05,E,M
32,3,0.007694248611992638,E,M
32,5,0.003075335876203167,E,M
32,7,0.00235633428435978,E,M
32,8,0.0010322035235009876,E,M
32,11,0.9419331528889007,M,M
32,13,0.0003410466821678507,E,M
32,14,0.6090083702676078,M,M
32,16,0.10623177469981014,E,M
32,17,0.0013426997933021993,E,M
32,18,0.17604977840712094,E,M
32,19,0.01853319566907979,E,M
32,20,0.0028661439069242326,E,M
32,21,0.47130964213065146,E,M
32,22,0.0053590705178480575,E,M
32,24,0.065215263758251,E,M
32,25,0.02936040594706068,E,M
32,26,0.9469168474883926,M,M
32,27,0.9878629320437345,M,M
32,28,0.002878808841054039,E,M
32,29,0.0006048105764356074,E,M
32,31,0.013849116996054343,E,M
32,34,0.0009108997125990711,E,M
38,2,0.011306235902781901,E,M
38,3,0.005315525645145503,E,M
38,4,0.0008593071172501139,E,M
38,5,0.010801259200765,E,M
38,6,0.005419245073418827,E,M
38,7,2.9530437018597793e-05,E,M
38,10,0.000524114093980508,E,M
38,11,0.004817486960073146,E,M
38,12,0.0013026239205192623,E,M
38,14,0.0003776628458035683,E,M
38,15,0.9935877067992459,M,M
38,16,0.002901181677514495,E,M
38,18,2.0333926011667364e-05,E,M
38,19,0.005772966441445356,E,M
38,20,0.8969601760528795,M,M
38,21,0.03764903617148602,E,M
38,22,0.0030256590344767092,E,M
38,23,0.001292099303914183,E,M
38,24,0.9783349578242726,M,M
38,25,0.77817958118327,M,M
38,27,0.02951195818045085,E,M
38,28,0.8003877339401174,M,M
38,29,0.00912665821965884,E,M
38,30,0.0015034018748772183,E,M
38,33,0.00917410336024146,E,M
38,34,0.04629680451379217,E,M
38,35,0.0003643819906862756,E,M
38,36,0.015121346696774866,E,M
38,37,0.002368716736547537,E,M
38,39,0.01333902192435602,E,M
38,40,0.001180128576900518,E,M
38,42,0.016307099243337776,E,M
38,43,0.05191674264400216,E,M
38,45,0.004159217423314221,E,M
38,47,0.0020403196374507325,E,M
38,48,0.08762384777553668,E,M
38,51,0.9200718079692036,M,M
38,52,0.06223011903308248,E,M
38,53,0.013671698613790051,E,M
38,55,0.006994276298549402,E,M
38,56,7.70160273731881e-05,E,M
38,57,0.08704348282398974,E,M
38,58,0.00379755754845332,E,M
41,1,3.3117760206436655e-05,E,M
41,2,1.2329042481957078e-05,E,M
41,3,0.0004912224759266778,E,M
41,4,5.572441376072817e-06,E,M
41,5,0.9448731963838126,M,M
41,6,0.00018898489467526804,E,M
41,7,0.9697073240848283,M,M
41,8,0.0004894084544192264,E,M
41,9,0.0012514177151242932,E,M
41,10,0.1292899034189547,E,M
41,11,0.0010302961496477584,E,M
41,15,0.011263549796348332,E,M
41,17,0.0014734092023673871,E,M
41,18,0.01034986461390242,E,M
41,19,0.006725165104295404,E,M
41,20,0.05397567602308701,E,M
41,21,0.00019417857853574108,E,M
41,22,0.0012957676442026987,E,M
41,23,0.9979097523208927,M,M
41,25,3.21317422635446e-05,E,M
41,26,0.007888020583758102,E,M
41,27,0.011899033003795367,E,M
41,28,0.00010010583566072798,E,M
41,29,0.021150060400273285,E,M
41,30,9.723083793451949e-05,E,M
41,31,0.00492457655927463,E,M
41,32,6.690284635846269e-05,E,M
41,33,0.00038266812387873893,E,M
41,34,0.17119173053459302,E,M
41,35,2.7036491696360738e-05,E,M
41,37,0.008031634186140061,E,M
41,38,0.879319360226653,M,M
41,39,0.0006705234299834648,E,M
41,40,0.0022703524559462246,E,M
41,41,0.0004074350967856085,E,M
41,42,0.9218674454094455,M,M
41,43,0.0011001382413038411,E,M
41,44,0.0005659496309927721,E,M
41,45,0.12861122371632602,E,M
41,46,0.01769910061147582,E,M
41,47,0.03602115048693479,E,M
41,48,0.974227296109898,M,M
41,49,1.0,M,M
41,50,0.8765092683955662,M,M
41,51,7.46307211205591e-05,E,M
41,53,0.9555357562528093,M,M
41,54,0.0016727780037876954,E,M
41,55,0.00022186755697777626,E,M
41,56,0.8978575811338315,M,M
41,57,0.013762187526061329,E,M
41,58,0.8085058927432902,M,M
41,59,0.997258227018863,M,M
41,60,0.011258439986682868,E,M
41,62,0.0001489178995103231,E,M
41,63,0.005861235618060636,E,M
41,64,0.2526015747975683,E,M
41,66,0.9768324628179889,M,M
41,67,0.003137188454839088,E,M
41,68,0.8582370923003713,M,M
41,69,0.0010397270334622185,E,M
41,70,0.15834606109554641,E,M
41,71,0.001252461723953976,E,M
41,72,0.01906304883763887,E,M
41,73,0.031272407403336006,E,M
41,74,0.6924320338250536,M,M
41,76,0.3322281712414397,E,M
41,77,0.05148237712467885,E,M
41,78,0.0002303868930397395,E,M
41,79,0.1944502500929885,E,M
41,80,0.005050945067743586,E,M
41,81,0.025231443361508045,E,M
41,82,0.0009989224733551042,E,M
41,83,0.00041986503867386766,E,M
41,84,0.0001377812049898161,E,M
41,86,0.7261997836260043,M,M
41,87,0.003778416549479547,E,M
41,88,0.04744532987146382,E,M
41,89,0.010541475127183113,E,M
41,90,0.12004446401393036,E,M
41,91,0.0018036236061542553,E,M
41,92,0.00393918485284729,E,M
41,93,0.0756207451290023,E,M
41,94,0.00015628304956843975,E,M
41,95,0.02234775339131377,E,M
41,96,0.2996001761712996,E,M
41,97,0.0002465927582200442,E,M
41,98,0.04044470958168714,E,M
55,1,0.0005803177387198894,E,M
55,2,0.9996809832479032,M,M
55,3,0.9998712452375785,M,M
55,4,0.008917540107852026,E,M
55,5,0.003032140836854327,E,M
55,7,0.9833916471590842,M,M
55,9,0.9979342673685525,M,M
55,10,4.478966982178689e-06,E,M
55,11,0.013546566095492377,E,M
55,12,0.0046746117102018595,E,M
55,14,0.00019675067159803815,E,M
55,18,0.9942149524428626,M,M
55,19,0.8827278340335046,M,M
55,20,0.00462987608215786,E,M
55,23,0.0010762268123084128,E,M
55,24,0.0019801697096299797,E,M
55,25,0.003990536692377603,E,M
55,26,0.002458441754482743,E,M
55,27,0.008953493660740492,E,M
59,1,0.04865001764834315,E,M
59,3,0.00014364203104099012,E,M
59,5,0.008158256906988962,E,M
59,7,0.07103823698421995,E,M
59,10,0.999601073195893,M,M
59,11,0.09360029309701952,E,M
59,14,0.002053679369438675,E,M
59,15,0.4815505960691615,E,M
59,17,0.2081899945048133,E,M
59,18,5.651382469847954e-06,E,M
59,20,0.7674920817461952,M,M
59,21,0.016824040562365538,E,M
59,25,0.0004441030256812477,E,M
59,26,0.021104165758495302,E,M
59,27,0.009767126143324303,E,M
59,28,0.005422435061983231,E,M
59,30,0.009407320875387612,E,M
59,31,0.4131487401913429,E,M
59,32,6.156561140133665e-05,E,M
59,33,0.002034742001453121,E,M
59,34,4.4065917666154754e-05,E,M
59,35,0.017757021829478862,E,M
59,37,0.005774573457092359,E,M
59,38,0.035918233268165664,E,M
59,39,0.00367935729065384,E,M
59,40,0.05159035410350668,E,M
59,41,0.6556531295559078,M,M
59,42,0.2633368663687138,E,M
59,43,0.0016299147156851692,E,M
59,44,0.0027886808610351997,E,M
59,45,0.06602676617481025,E,M
59,46,0.6144538100789243,M,M
59,47,0.0552615723255787,E,M
59,48,0.04342859807822505,E,M
59,49,7.019668050796727e-05,E,M
59,50,0.0025531483054871294,E,M
59,51,1.4391545760805773e-05,E,M
59,52,0.03411517659633656,E,M
59,53,0.750961898584321,M,M
59,54,0.690001186447612,M,M
59,55,0.0010273364490975085,E,M
59,56,0.38962894900863393,E,M
59,57,0.7553448897843305,M,M
59,58,0.10145025112558373,E,M
59,59,0.001458502227445484,E,M
59,60,0.001824224233238292,E,M
59,61,0.0030780560541938218,E,M
59,62,2.714233635460781e-05,E,M
59,63,0.9994464031876116,M,M
59,64,9.474609400171533e-06,E,M
59,65,0.9922375919743947,M,M
59,66,0.12072287092415593,E,M
59,67,0.01740004778958177,E,M
59,69,0.7305218810813887,M,M
59,71,0.0002504064379496717,E,M
59,72,0.9840996465605736,M,M
60,2,0.005658133357433587,E,M
60,3,5.916030186025741e-05,E,M
60,4,7.078865971862568e-05,E,M
60,5,0.001862444379675199,E,M
60,7,0.49965713349636454,E,M
60,8,0.0010612264608840772,E,M
60,9,0.0017842967141301332,E,M
60,10,6.355234945694827e-05,E,M
60,11,0.002687045697701361,E,M
60,13,0.001043775727298063,E,M
60,15,0.0016768635873244367,E,M
60,18,0.0002604507975588485,E,M
60,19,0.003192956436821507,E,M
60,20,5.2953393232940174e-05,E,M
60,21,0.011134371549954338,E,M
60,22,7.416384402285309e-05,E,M
60,23,0.002047821525139261,E,M
60,24,0.47855928896703004,E,M
60,25,0.018319772350514043,E,M
60,26,0.45335692256731747,E,M
60,27,0.138335530560283,E,M
60,28,0.00032051727885269943,E,M
60,30,0.9947531903568638,M,M
60,31,0.004194602809925234,E,M
60,32,0.048309800733549776,E,M
60,33,0.0008799328721386923,E,M
60,34,0.0015844104687104295,E,M
60,35,0.0065983722903784296,E,M
60,36,0.004176003066408142,E,M
60,37,0.05070543782576987,E,M
60,39,0.9457625888290867,M,M
61,2,0.16457862888351113,E,M
61,4,7.285182996529206e-05,E,M
61,5,0.0024723096009955326,E,M
61,7,0.01103176451669568,E,M
61,8,0.9291921741155502,M,M
61,9,0.8941059715054855,M,M
61,10,0.9876935986078212,M,M
61,11,0.0004433307081560878,E,M
61,12,0.0911409282934872,E,M
61,14,0.01147059816069058,E,M
61,15,0.014223350962673078,E,M
61,16,0.016484342761097625,E,M
61,17,0.09451022894145235,E,M
61,18,0.5849613207374667,M,M
61,19,0.020965217742711508,E,M
61,20,0.11006192352835589,E,M
61,21,0.7018633185304347,M,M
61,23,6.072270127470235e-06,E,M
61,28,0.9878431861638025,M,M
61,29,0.48401172607733245,E,M
61,30,0.0019465634122384035,E,M
61,31,0.02663935415841956,E,M
61,32,0.004598303229229032,E,M
61,33,0.017931166788851264,E,M
61,34,0.15345474060123324,E,M
61,35,0.7723927945031013,M,M
61,36,0.005166423135664148,E,M
61,37,0.0019466487028184769,E,M
61,38,0.009829638103504248,E,M
61,40,0.11959941491189759,E,M
61,43,0.06905566349261327,E,M
61,44,0.07630788483420348,E,M
61,45,0.5487453447317328,M,M
61,46,0.9796756786131182,M,M
61,47,0.012106612168952252,E,M
61,48,0.009562508744500035,E,M
61,49,0.9306750267166359,M,M
61,50,0.03118472052103176,E,M
61,51,0.001809632253679753,E,M
61,52,0.0021393865917523065,E,M
61,53,0.033101943533634215,E,M
61,54,0.9998845087370678,M,M
61,55,4.965047005134158e-05,E,M
61,56,0.039000124460173785,E,M
61,57,0.0020367602191963255,E,M
61,58,0.9574409709347586,M,M
61,59,0.004248606119568957,E,M
61,60,0.2493075288519752,E,M
61,61,0.945426111575619,M,M
61,62,0.4125605276490073,E,M
62,1,0.03977792286557891,E,M
62,2,0.04413068815627347,E,M
62,3,1.3138539726759095e-05,E,M
62,4,0.9469933755723994,M,M
62,5,0.8855014205732816,M,M
62,6,1.833023569723132e-05,E,M
62,7,0.0001863850452358213,E,M
62,8,0.9748696553140481,M,M
62,9,0.9845245438389866,M,M
62,10,1.3270444458729574e-05,E,M
62,11,0.9916623038595849,M,M
62,12,0.985515039967511,M,M
62,13,0.9447294085472887,M,M
62,14,1.3523511131909143e-05,E,M
62,15,0.0009616621523850474,E,M
62,16,0.004854418964321433,E,M
62,17,0.9990555160213156,M,M
62,18,0.014400761820807106,E,M
62,19,0.012976038427382746,E,M
62,20,5.3971582562959605e-05,E,M
62,21,0.0006087085261393131,E,M
62,23,0.07853834338398141,E,M
62,24,0.006500714227320949,E,M
62,25,0.00778636389453291,E,M
62,26,7.323113388168027e-06,E,M
62,27,0.9998591197345156,M,M
62,28,0.01533377604319778,E,M
62,29,0.17126119338064397,E,M
62,30,0.008671337309686642,E,M
62,31,0.0005398755815714018,E,M
62,33,0.9538582158143243,M,M
62,35,0.0007296299477664469,E,M
62,36,0.00928693719810614,E,M
62,39,0.018775563775323342,E,M
62,40,0.0941656309392851,E,M
62,41,0.10261123741005891,E,M
62,42,0.028322995486977375,E,M
62,43,0.9981702971218966,M,M
62,44,0.01841800802705661,E,M
62,45,0.0027498754934787,E,M
62,46,0.014848083525097212,E,M
62,47,0.07801645842803526,E,M
62,48,0.038586339948552095,E,M
62,49,0.19487516256857967,E,M
62,50,0.1982333951429141,E,M
62,51,0.08715089245598687,E,M
62,52,0.0005630459339061961,E,M
62,53,0.035235400991340295,E,M
62,54,0.9616018145585654,M,M
76,1,0.9133582417143684,M,M
76,2,0.17731357574146978,E,M
76,3,0.8078463179002939,M,M
76,4,0.9897275346062987,M,M
76,5,0.3631039415817728,E,M
76,6,2.563423070466834e-06,E,M
76,8,0.00855368025500377,E,M
76,9,0.0004391061586741903,E,M
76,10,0.9215652085305881,M,M
76,11,0.1332841294740265,E,M
76,12,0.04734041428496947,E,M
76,14,1.9835635630701565e-05,E,M
76,15,0.9402053379306746,M,M
76,16,0.08054644041271401,E,M
76,17,0.003525820118420653,E,M
76,18,2.387131495454572e-05,E,M
76,19,0.5019685909065227,M,M
76,20,0.9999734006448555,M,M
76,23,0.06804345525734481,E,M
76,24,0.005821197507448249,E,M
76,25,0.0004958971637921228,E,M
76,26,0.9349889811742055,M,M
76,27,0.9892275883196394,M,M
76,28,0.5231428139784412,M,M
76,31,0.9636451361185929,M,M
76,32,0.13671230383721752,E,M
76,33,0.138189765669408,E,M
76,34,0.9998755888357507,M,M
76,35,0.005532850228827034,E,M
76,38,0.9707467809219086,M,M
76,39,0.9562840548557946,M,M
76,40,0.9999456128438732,M,M
76,41,6.882310415844478e-06,E,M
76,42,0.06509638724519422,E,M
76,43,0.9999902468756261,M,M
76,44,0.9974762881255786,M,M
76,46,0.013786000677538515,E,M
77,1,0.9923263894168708,M,M
77,3,0.9160462515879786,M,M
77,4,0.005355299583583637,E,M
77,5,0.03122618748149419,E,M
77,7,0.9999737336331882,M,M
77,8,0.01499060408996695,E,M
77,9,0.9999974175224716,M,M
77,10,0.8859996765017383,M,M
77,11,0.044035057375765026,E,M
77,14,0.025372046953227145,E,M
77,15,0.008991544999172459,E,M
77,17,0.967262405664779,M,M
77,18,0.030406822504060158,E,M
77,19,0.15010792358561606,E,M
77,21,0.9959728021964869,M,M
77,25,0.01487555895916531,E,M
77,26,0.8979688370564756,M,M
77,32,0.9879080610334201,M,M
77,33,0.17603856332055634,E,M
77,34,0.004929907358252048,E,M
77,35,0.00481808514524896,E,M
77,37,0.0009011302729466122,E,M
77,38,0.04553554260689658,E,M
77,41,0.9999997212711302,M,M
77,43,0.9783598519171752,M,M
77,44,0.9999999869257048,M,M
77,45,0.09504400567638575,E,M
77,46,0.9988840955765597,M,M
77,48,0.03841231064410225,E,M
77,49,0.0388554154955324,E,M
77,50,0.9848792584094264,M,M
77,51,7.236788369988757e-05,E,M
77,52,0.21222205311471765,E,M
77,53,0.902731366529946,M,M
77,54,0.986097520486833,M,M
77,55,6.359872741906534e-05,E,M
77,56,0.9424219554877306,M,M
77,58,0.005975863591167516,E,M
77,60,0.856083132972673,M,M
77,62,0.047414529107738225,E,M
77,63,0.06197011699578308,E,M
77,64,0.7104986912976976,M,M
77,65,0.9656702036840705,M,M
77,66,0.010534767978461061,E,M
77,67,0.4466910347818555,E,M
77,69,0.004471440201762612,E,M
77,75,0.0031954973425803996,E,M
77,78,0.720578803817355,M,M
78,2,0.07848797875890841,E,M
78,4,0.9230537148693739,M,M
78,5,0.01292600878806427,E,M
78,6,0.999999952700765,M,M
78,15,0.9996408006840914,M,M
78,16,0.04860738298481802,E,M
78,17,0.0017462800100120342,E,M
78,19,0.0054975018159244765,E,M
78,20,0.8878521110300255,M,M
78,21,0.9978586848337883,M,M
78,22,0.047008416820551714,E,M
78,23,0.9898095605225341,M,M
78,25,0.0010032918441743247,E,M
78,27,0.9648508758488816,M,M
78,28,0.07386885223577822,E,M
78,30,0.9999547233979947,M,M
78,31,0.9897215107943557,M,M
78,32,0.9360406712237564,M,M
78,34,0.022072455447317438,E,M
78,35,0.9985344915857491,M,M
78,36,0.032530352156641906,E,M
78,38,0.9391559019339418,M,M
78,39,0.027483470717838996,E,M
78,40,0.2813720802256629,E,M
78,41,0.010300498406869465,E,M
78,42,0.008611915252947473,E,M
78,43,0.27841825891908895,E,M
78,44,0.01344566408365493,E,M
78,45,0.5316781145363544,M,M
78,46,0.9997745186918018,M,M
78,47,0.9846986566236409,M,M
78,48,0.042261236331917196,E,M
78,49,0.9861502255278387,M,M
78,50,0.9992978497870195,M,M
78,52,0.0007722518041995427,E,M
78,54,0.05639867272571954,E,M
78,55,0.019914636344797242,E,M
78,56,0.9996915198655653,M,M
78,57,0.9999999999500597,M,M
78,61,0.030746362981998652,E,M
78,62,0.0028815142255195075,E,M
78,64,0.012170234531507803,E,M
79,2,0.03164770396327193,E,M
79,3,0.9472582999778757,M,M
79,5,0.9978232135387052,M,M
79,7,0.9998733773876551,M,M
79,8,0.9549544744995427,M,M
79,9,0.9999871784105886,M,M
